quest_id,name,state,zone,required_level,quest_level,earliest_completion_level,task_class,objective_summary,time_optimistic_min,time_central_min,time_pessimistic_min,distance_index,missing_group_prerequisites,missing_single_prerequisites,next_quest,route_flags,confidence,xp_at_35,xp_at_36,xp_at_37,xp_at_38,xp_at_39,xp_at_40,xp_at_41,xp_at_42,xp_at_43,xp_at_44,xp_at_45,xp_at_46,xp_at_47,xp_at_48,xp_at_49,xp_at_50,xp_at_51,xp_at_52,xp_at_53,xp_at_54
2342,寻找宝物,available_at_35,荒芜之地,33,43,35,world_object_item_collection,item/task_item_world_object_pickup/x1/Garrett Family Chest#124388@100%,9.69,20.6,39.1,,,,,"automatic_route_candidate_missing,cross_zone_or_multi_zone,object_respawn_and_multi_click_unknown",low_until_manual_review,10100,10100,10100,10100,10100,10100,10100,10100,10100,10100,10100,10100,10100,10100,8100,6100,4000,2000,1000,1000
2418,能量石,available_at_35,荒芜之地,30,36,35,mixed_with_personal_item,item/multiple_creature_task_item_drops/x8/暗炉勘探员#4844@80%|暗炉恶棍#4845@80%|暗炉掘地工#4846@80%; item/multiple_creature_task_item_drops/x8/暗炉勘探员#4844@55%|暗炉恶棍#4845@55%|暗炉掘地工#4846@55%,32.3,59.68,105.53,84.47,,,,"cross_zone_or_multi_zone,drop_rate_required",low_until_manual_review,7000,7000,7000,7000,7000,7000,7000,5600,4200,2800,1400,700,700,700,700,700,700,700,700,700
9627,部落的盟约,active,银月城,15,21,35,travel_dialogue_or_turnin,,8.9,19.4,37.4,0.0,,,,cross_zone_or_multi_zone,low_until_manual_review,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500
635,山中的水晶,available_at_35_conditional_trigger,阿拉希高地,30,35,35,travel_dialogue_or_turnin,,0.9,1.4,2.4,0.0,,,,,medium_high,660,660,660,660,660,660,520,400,260,130,70,70,70,70,70,70,70,70,70,70
636,Legends of the Earth <NYI>,available_at_35,阿拉希高地,30,35,35,travel_dialogue_or_turnin,,1.9,4.4,10.4,,,,,"automatic_route_candidate_missing,non_npc_finish_or_missing_finish,non_npc_start_or_missing_start",low_until_manual_review,660,660,660,660,660,660,520,400,260,130,70,70,70,70,70,70,70,70,70,70
642,被困的公主,available_at_35_conditional_trigger,阿拉希高地,30,37,35,multi_creature_personal_drop,item/multiple_creature_task_item_drops/x12/枯须狗头人#2572@80%|枯须勘探员#2573@80%|枯须掘地工#2574@80%,16.13,26.04,42.2,22.84,,,651,drop_rate_required,low_until_manual_review,7400,7400,7400,7400,7400,7400,7400,7400,5900,4500,3000,1500,740,740,740,740,740,740,740,740
663,法迪尔海湾,available_at_35,阿拉希高地,35,35,35,travel_dialogue_or_turnin,,0.9,1.4,2.4,0.0,,,,,medium_high,1650,1650,1650,1650,1650,1650,1300,980,660,320,160,160,160,160,160,160,160,160,160,160
6134,幽灵电浆,available_at_35,凄凉之地,34,39,36,multi_creature_personal_drop,item/multiple_creature_task_item_drops/x8/玛格拉姆鬼魂#11560@80%,11.79,22.17,39.11,0.0,,,,drop_rate_required,low_until_manual_review,6200,6200,6200,6200,6200,6200,6200,6200,6200,6200,5000,3700,2500,1250,620,620,620,620,620,620
11156,恐角袭击者,available_at_35,尘泥沼泽,35,39,36,mixed_objectives,event/spell_use_area_trigger_or_scripted_event/x12/恐怖图腾地缚者#23595; event/spell_use_area_trigger_or_scripted_event/x1/恐怖图腾毁灭者#23594,11.41,22.78,57.31,21.22,,,,,low_until_manual_review,8300,8300,8300,8300,8300,8300,8300,8300,8300,8300,6600,5000,3300,1650,820,820,820,820,820,820
11158,血沼羽毛,available_at_35,尘泥沼泽,35,39,36,multi_creature_personal_drop,item/multiple_creature_task_item_drops/x5/血沼刺喉龙#4356@37%|血沼鞭尾龙#4357@33%|贪婪的血爪#23873@60%,20.74,40.78,83.98,23.9,,,,drop_rate_required,low_until_manual_review,8300,8300,8300,8300,8300,8300,8300,8300,8300,8300,6600,5000,3300,1650,820,820,820,820,820,820
698,缺乏补给,available_at_35,悲伤沼泽,35,40,36,multi_creature_personal_drop,item/multiple_creature_task_item_drops/x8/盐齿鳄鱼#1082@38%|盐齿钳嘴鳄#1087@38%,28.83,55.43,104.22,78.7,,,699,drop_rate_required,low_until_manual_review,8700,8700,8700,8700,8700,8700,8700,8700,8700,8700,8700,7000,5200,3500,1750,880,880,880,880,880
710,研究石元素,available_at_35,荒芜之地,35,37,36,multi_creature_personal_drop,item/multiple_creature_task_item_drops/x10/次级石元素#2735@80%,13.53,24.65,40.56,14.0,,,711,drop_rate_required,low_until_manual_review,7400,7400,7400,7400,7400,7400,7400,7400,5900,4500,3000,1500,740,740,740,740,740,740,740,740
11184,悬赏：贪婪的血爪,available_at_35_conditional_trigger,尘泥沼泽,35,39,37,single_named_kill,kill/single_named_or_rare_kill/x1/贪婪的血爪#23873,3.22,4.65,7.52,23.9,,,,,medium_high,8300,8300,8300,8300,8300,8300,8300,8300,8300,8300,6600,5000,3300,1650,820,820,820,820,820,820
664,船长的复仇,available_at_35,阿拉希高地,35,40,37,multi_target_shared_kill,kill/regular_shared_kills/x10/刺脊袭击者#2595; kill/regular_shared_kills/x3/刺脊巫师#2596,9.67,14.88,24.4,26.3,,,,,medium,8700,8700,8700,8700,8700,8700,8700,8700,8700,8700,8700,7000,5200,3500,1750,880,880,880,880,880
11159,石槌之魂,available_at_35,尘泥沼泽,35,41,38,shared_kill,kill/regular_shared_kills/x10/石槌之魂#23786,6.93,10.7,17.54,0.31,,,11162,,medium_high,9200,9200,9200,9200,9200,9200,9200,9200,9200,9200,9200,9200,7300,5500,3700,1850,920,920,920,920
606,吓唬病鬼,available_at_35,荆棘谷,30,41,38,multi_creature_personal_drop,item/multiple_creature_task_item_drops/x5/老迈的薄雾谷猩猩#1557@40%,18.03,33.98,70.1,26.16,,,607,drop_rate_required,low_until_manual_review,2300,2300,2300,2300,2300,2300,2300,2300,2300,2300,2300,2300,1800,1350,920,460,220,220,220,220
1205,死沼巨鳄,available_at_35,尘泥沼泽,35,41,39,single_named_drop,item/single_named_creature_task_item/x1/死沼巨鳄#4841@100%,9.83,20.9,39.74,0.0,,,,cross_zone_or_multi_zone,low_until_manual_review,9200,9200,9200,9200,9200,9200,9200,9200,9200,9200,9200,9200,7300,5500,3700,1850,920,920,920,920
9440,一点食物,available_at_35,悲伤沼泽,35,38,39,multi_target_shared_kill,kill/regular_shared_kills/xNone/被捕获的鳄鱼#17113; kill/regular_shared_kills/xNone/被捕获的沼泽虎#17111; kill/regular_shared_kills/xNone/被捕获的狼蛛#17112,6.38,8.86,13.88,74.58,,,,,low_until_manual_review,7800,7800,7800,7800,7800,7800,7800,7800,7800,6300,4700,3100,1550,780,780,780,780,780,780,780
621,赞吉尔的秘密,available_at_35,荆棘谷,35,44,39,multi_creature_personal_drop,"item/multiple_creature_task_item_drops/x12/赞吉尔僵尸#1488@33%|赞吉尔猎人#1489@33%|赞吉尔巫医#1490@33%|赞吉尔纳迦#1491@33%|耶尼库#2530|流亡者赞吉尔#2534@33%|""畸形足""玛雷·维尔金斯#2535|火柴棍乔乔#2536@33%",58.96,145.35,347.6,44.87,,,,drop_rate_required,low_until_manual_review,10600,10600,10600,10600,10600,10600,10600,10600,10600,10600,10600,10600,10600,10600,10600,8500,6300,4200,2100,1050
8551,船长的箱子,available_at_35,荆棘谷,35,42,40,single_named_drop,item/single_named_creature_task_item/x1/高拉什#1492@100%,4.84,7.24,11.71,23.98,,,,elite_or_rare_target,medium,9600,9600,9600,9600,9600,9600,9600,9600,9600,9600,9600,9600,9600,7700,5800,3900,1950,960,960,960
1430,新鲜的螃蟹腿,available_at_35,悲伤沼泽,35,44,41,multi_creature_personal_drop,item/multiple_creature_task_item_drops/x10/巨型淤泥蟹#1088@38%,31.66,59.47,112.02,95.79,,,,drop_rate_required,low_until_manual_review,10600,10600,10600,10600,10600,10600,10600,10600,10600,10600,10600,10600,10600,10600,10600,8500,6300,4200,2100,1050
