quest_id,name,state,zone,required_level,quest_level,earliest_completion_level,task_class,objective_summary,time_optimistic_min,time_central_min,time_pessimistic_min,distance_index,missing_group_prerequisites,missing_single_prerequisites,next_quest,route_flags,confidence,xp_at_35,xp_at_36,xp_at_37,xp_at_38,xp_at_39,xp_at_40,xp_at_41,xp_at_42,xp_at_43,xp_at_44,xp_at_45,xp_at_46,xp_at_47,xp_at_48,xp_at_49,xp_at_50,xp_at_51,xp_at_52,xp_at_53,xp_at_54
716,有备无患,level_met_but_prerequisite_locked,荒芜之地,35,42,35,item_source_not_in_questie,item/item_source_not_in_questie/x1/,1.91,3.42,7.43,0.32,,712,,,low_until_manual_review,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,5800,4300,2900,1450,720,720,720
728,远赴幽暗城,level_met_but_prerequisite_locked,荒芜之地,30,40,35,travel_dialogue_or_turnin,,8.9,19.4,37.4,,,709,736,cross_zone_or_multi_zone,low_until_manual_review,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,1750,1300,880,440,220,220,220,220,220
734,不祥的感觉,level_met_but_prerequisite_locked,荒芜之地,35,42,35,travel_dialogue_or_turnin,,0.91,1.42,2.43,0.32,"712,714",,777,,medium_high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
737,禁断的知识,level_met_but_prerequisite_locked,荒芜之地,30,40,35,travel_dialogue_or_turnin,,8.9,19.4,37.4,0.0,,"735,736",,cross_zone_or_multi_zone,low_until_manual_review,6500,6500,6500,6500,6500,6500,6500,6500,6500,6500,6500,5200,3900,2600,1300,660,660,660,660,660
777,不祥的感觉,level_met_but_prerequisite_locked,荒芜之地,35,42,35,travel_dialogue_or_turnin,,0.93,1.44,2.46,0.64,,734,778,,medium_high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1419,捕猎山狗,available_at_35,荒芜之地,30,40,35,multi_creature_personal_drop,item/multiple_creature_task_item_drops/x30/峭壁山狗#2727@80%|野生峭壁山狗#2728@80%|老峭壁山狗#2729@80%|疯狂的峭壁山狗#2730@80%,44.23,78.84,136.4,95.72,,,,drop_rate_required,low_until_manual_review,8700,8700,8700,8700,8700,8700,8700,8700,8700,8700,8700,7000,5200,3500,1750,880,880,880,880,880
1420,向赫格拉姆报到,available_at_35,荒芜之地,30,40,35,travel_dialogue_or_turnin,,8.9,19.4,37.4,,,,,cross_zone_or_multi_zone,low_until_manual_review,6500,6500,6500,6500,6500,6500,6500,6500,6500,6500,6500,5200,3900,2600,1300,660,660,660,660,660
2342,寻找宝物,available_at_35,荒芜之地,33,43,35,world_object_item_collection,item/task_item_world_object_pickup/x1/Garrett Family Chest#124388@100%,9.69,20.6,39.1,,,,,"automatic_route_candidate_missing,cross_zone_or_multi_zone,object_respawn_and_multi_click_unknown",low_until_manual_review,10100,10100,10100,10100,10100,10100,10100,10100,10100,10100,10100,10100,10100,10100,8100,6100,4000,2000,1000,1000
2418,能量石,available_at_35,荒芜之地,30,36,35,mixed_with_personal_item,item/multiple_creature_task_item_drops/x8/暗炉勘探员#4844@80%|暗炉恶棍#4845@80%|暗炉掘地工#4846@80%; item/multiple_creature_task_item_drops/x8/暗炉勘探员#4844@55%|暗炉恶棍#4845@55%|暗炉掘地工#4846@55%,32.3,59.68,105.53,84.47,,,,"cross_zone_or_multi_zone,drop_rate_required",low_until_manual_review,7000,7000,7000,7000,7000,7000,7000,5600,4200,2800,1400,700,700,700,700,700,700,700,700,700
9627,部落的盟约,active,银月城,15,21,35,travel_dialogue_or_turnin,,8.9,19.4,37.4,0.0,,,,cross_zone_or_multi_zone,low_until_manual_review,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500
635,山中的水晶,available_at_35_conditional_trigger,阿拉希高地,30,35,35,travel_dialogue_or_turnin,,0.9,1.4,2.4,0.0,,,,,medium_high,660,660,660,660,660,660,520,400,260,130,70,70,70,70,70,70,70,70,70,70
636,Legends of the Earth <NYI>,available_at_35,阿拉希高地,30,35,35,travel_dialogue_or_turnin,,1.9,4.4,10.4,,,,,"automatic_route_candidate_missing,non_npc_finish_or_missing_finish,non_npc_start_or_missing_start",low_until_manual_review,660,660,660,660,660,660,520,400,260,130,70,70,70,70,70,70,70,70,70,70
639,激流堡符印,level_met_but_prerequisite_locked,阿拉希高地,32,37,35,single_creature_drop,item/single_regular_creature_task_item/x1/辛迪加潜伏者#2588@100%|辛迪加咒术师#2590@100%|辛迪加占星师#2591@100%|辛迪加窃贼#24477@100%,8.43,11.69,18.34,111.15,,638,640,,medium,7400,7400,7400,7400,7400,7400,7400,7400,5900,4500,3000,1500,740,740,740,740,740,740,740,740
640,破碎的符印,level_met_but_prerequisite_locked,阿拉希高地,32,40,35,multi_creature_personal_drop,item/multiple_creature_task_item_drops/x5/激流堡猎巨魔者#2583@80%|激流堡防御者#2584@80%|激流堡仲裁者#2585@80%,11.04,17.95,31.05,110.1,,639,,drop_rate_required,low_until_manual_review,8700,8700,8700,8700,8700,8700,8700,8700,8700,8700,8700,7000,5200,3500,1750,880,880,880,880,880
641,索拉丁符印,level_met_but_prerequisite_locked,阿拉希高地,32,40,35,travel_dialogue_or_turnin,,1.05,1.6,2.71,2.51,,640,643,,medium_high,880,880,880,880,880,880,880,880,880,880,880,700,520,340,170,90,90,90,90,90
642,被困的公主,available_at_35_conditional_trigger,阿拉希高地,30,37,35,multi_creature_personal_drop,item/multiple_creature_task_item_drops/x12/枯须狗头人#2572@80%|枯须勘探员#2573@80%|枯须掘地工#2574@80%,16.13,26.04,42.2,22.84,,,651,drop_rate_required,low_until_manual_review,7400,7400,7400,7400,7400,7400,7400,7400,5900,4500,3000,1500,740,740,740,740,740,740,740,740
645,托卡拉尔,level_met_but_prerequisite_locked,阿拉希高地,32,42,35,travel_dialogue_or_turnin,,3.99,5.52,8.78,51.75,,644,646,,medium_high,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,1900,1450,960,480,240,240,240
646,托卡拉尔,level_met_but_prerequisite_locked,阿拉希高地,32,42,35,travel_dialogue_or_turnin,,3.99,5.52,8.78,51.75,,645,,,medium_high,12000,12000,12000,12000,12000,12000,12000,12000,12000,12000,12000,12000,12000,9600,7200,4800,2400,1200,1200,1200
651,禁锢之石,level_met_but_prerequisite_locked,阿拉希高地,30,38,35,mixed_with_personal_item,item/task_item_world_object_pickup/xNone/Stone of West Binding#2689@100%; item/task_item_world_object_pickup/xNone/Stone of East Binding#2691@100%; item/task_item_world_object_pickup/xNone/Stone of Outer Binding#2690@100%,7.08,10.08,15.37,63.8,,642,652,object_respawn_and_multi_click_unknown,low_until_manual_review,7800,7800,7800,7800,7800,7800,7800,7800,7800,6300,4700,3100,1550,780,780,780,780,780,780,780
662,深海打捞,level_met_but_prerequisite_locked,阿拉希高地,35,40,35,mixed_with_personal_item,item/task_item_world_object_pickup/xNone/Maiden's Folly Charts#2707@100%; item/task_item_world_object_pickup/xNone/Maiden's Folly Log#2709@100%; item/task_item_world_object_pickup/xNone/Spirit of Silverpine Charts#2708@100%; item/task_item_world_object_pickup/xNone/Spirit of Silverpine Log#2710@100%,5.46,8.07,12.1,23.5,,663,,object_respawn_and_multi_click_unknown,low_until_manual_review,8700,8700,8700,8700,8700,8700,8700,8700,8700,8700,8700,7000,5200,3500,1750,880,880,880,880,880
663,法迪尔海湾,available_at_35,阿拉希高地,35,35,35,travel_dialogue_or_turnin,,0.9,1.4,2.4,0.0,,,,,medium_high,1650,1650,1650,1650,1650,1650,1300,980,660,320,160,160,160,160,160,160,160,160,160,160
666,水下宝藏,level_met_but_prerequisite_locked,阿拉希高地,35,40,35,world_object_item_collection,item/task_item_world_object_pickup/x10/Calcified Elven Gem#2712@100%,10.32,15.46,22.61,26.3,,665,668,object_respawn_and_multi_click_unknown,low_until_manual_review,10900,10900,10900,10900,10900,10900,10900,10900,10900,10900,10900,8700,6500,4400,2200,1100,1100,1100,1100,1100
668,水下宝藏,level_met_but_prerequisite_locked,阿拉希高地,35,40,35,travel_dialogue_or_turnin,,0.95,1.47,2.51,0.92,,666,669,,medium_high,4300,4300,4300,4300,4300,4300,4300,4300,4300,4300,4300,3400,2600,1700,860,440,440,440,440,440
669,水下宝藏,level_met_but_prerequisite_locked,阿拉希高地,35,40,35,travel_dialogue_or_turnin,,8.9,19.4,37.4,,,668,670,cross_zone_or_multi_zone,low_until_manual_review,8700,8700,8700,8700,8700,8700,8700,8700,8700,8700,8700,7000,5200,3500,1750,880,880,880,880,880
670,水下宝藏,level_met_but_prerequisite_locked,阿拉希高地,35,40,35,travel_dialogue_or_turnin,,8.9,19.4,37.4,0.0,,669,,cross_zone_or_multi_zone,low_until_manual_review,8700,8700,8700,8700,8700,8700,8700,8700,8700,8700,8700,7000,5200,3500,1750,880,880,880,880,880
678,短兵相接,level_met_but_prerequisite_locked,阿拉希高地,30,38,35,multi_target_shared_kill,kill/regular_shared_kills/x10/石拳蛮兵#2566; kill/regular_shared_kills/x4/石拳法师#2567,13.58,19.16,29.45,92.77,,677,679,,medium,7800,7800,7800,7800,7800,7800,7800,7800,7800,6300,4700,3100,1550,780,780,780,780,780,780,780
687,迷失者塞尔杜林,level_met_but_prerequisite_locked,阿拉希高地,30,40,35,travel_dialogue_or_turnin,,8.9,19.4,37.4,,,"653,688",692,cross_zone_or_multi_zone,low_until_manual_review,4300,4300,4300,4300,4300,4300,4300,4300,4300,4300,4300,3400,2600,1700,860,440,440,440,440,440
688,密斯莱尔的盟友,level_met_but_prerequisite_locked,阿拉希高地,30,40,35,travel_dialogue_or_turnin,,3.55,4.94,7.88,44.45,,652,687,,medium_high,6500,6500,6500,6500,6500,6500,6500,6500,6500,6500,6500,5200,3900,2600,1300,660,660,660,660,660
701,迅猛龙的狡诈,level_met_but_prerequisite_locked,阿拉希高地,29,37,35,multi_creature_personal_drop,item/multiple_creature_task_item_drops/x12/高地猎兽龙#2561@80%,20.44,33.14,55.83,81.66,,675,702,drop_rate_required,low_until_manual_review,7400,7400,7400,7400,7400,7400,7400,7400,5900,4500,3000,1500,740,740,740,740,740,740,740,740
702,迅猛龙的狡诈,level_met_but_prerequisite_locked,阿拉希高地,29,37,35,travel_dialogue_or_turnin,,1.09,1.65,2.79,3.15,,701,,,medium_high,740,740,740,740,740,740,740,740,600,440,300,150,70,70,70,70,70,70,70,70
847,迅猛龙的狡诈,level_met_but_prerequisite_locked,阿拉希高地,29,37,35,travel_dialogue_or_turnin,,1.09,1.65,2.79,3.15,,702,,,medium_high,7400,7400,7400,7400,7400,7400,7400,7400,5900,4500,3000,1500,740,740,740,740,740,740,740,740
1136,霜喉雪人,level_met_but_prerequisite_locked,雷霆崖,26,37,35,single_named_drop,item/single_named_creature_task_item/x1/霜喉雪人#4504@100%,1.83,2.9,4.71,0.0,,1131,,,medium,11100,11100,11100,11100,11100,11100,11100,11100,8900,6700,4400,2200,1100,1100,1100,1100,1100,1100,1100,1100
5581,燃烧军团的传送门,level_met_but_prerequisite_locked,凄凉之地,32,38,36,shared_kill,kill/regular_shared_kills/x6/恶魔之门的卫士#11937,5.32,8.23,13.44,0.0,,5381,,,medium_high,9800,9800,9800,9800,9800,9800,9800,9800,9800,7800,5900,3900,1950,980,980,980,980,980,980,980
6027,上古之书,level_met_but_prerequisite_locked,凄凉之地,30,38,36,single_named_drop,item/single_named_creature_task_item/x1/科拉加鲁#12369@100%,1.82,2.89,4.7,0.0,,5741,,,medium,9800,9800,9800,9800,9800,9800,9800,9800,9800,7800,5900,3900,1950,980,980,980,980,980,980,980
6134,幽灵电浆,available_at_35,凄凉之地,34,39,36,multi_creature_personal_drop,item/multiple_creature_task_item_drops/x8/玛格拉姆鬼魂#11560@80%,11.79,22.17,39.11,0.0,,,,drop_rate_required,low_until_manual_review,6200,6200,6200,6200,6200,6200,6200,6200,6200,6200,5000,3700,2500,1250,620,620,620,620,620,620
11156,恐角袭击者,available_at_35,尘泥沼泽,35,39,36,mixed_objectives,event/spell_use_area_trigger_or_scripted_event/x12/恐怖图腾地缚者#23595; event/spell_use_area_trigger_or_scripted_event/x1/恐怖图腾毁灭者#23594,11.41,22.78,57.31,21.22,,,,,low_until_manual_review,8300,8300,8300,8300,8300,8300,8300,8300,8300,8300,6600,5000,3300,1650,820,820,820,820,820,820
11158,血沼羽毛,available_at_35,尘泥沼泽,35,39,36,multi_creature_personal_drop,item/multiple_creature_task_item_drops/x5/血沼刺喉龙#4356@37%|血沼鞭尾龙#4357@33%|贪婪的血爪#23873@60%,20.74,40.78,83.98,23.9,,,,drop_rate_required,low_until_manual_review,8300,8300,8300,8300,8300,8300,8300,8300,8300,8300,6600,5000,3300,1650,820,820,820,820,820,820
698,缺乏补给,available_at_35,悲伤沼泽,35,40,36,multi_creature_personal_drop,item/multiple_creature_task_item_drops/x8/盐齿鳄鱼#1082@38%|盐齿钳嘴鳄#1087@38%,28.83,55.43,104.22,78.7,,,699,drop_rate_required,low_until_manual_review,8700,8700,8700,8700,8700,8700,8700,8700,8700,8700,8700,7000,5200,3500,1750,880,880,880,880,880
600,风险投资公司,level_met_but_prerequisite_locked,荆棘谷,30,41,36,multi_creature_personal_drop,item/multiple_creature_task_item_drops/x10/风险投资公司露天矿工#674@80%|风险投资公司工头#675@80%|风险投资公司勘探员#676@80%|风险投资公司修理工#677@80%|工头考兹尔#4723@80%|维里弗尼克斯#14492@80%,17.35,29.18,47.2,71.13,,605,,"drop_rate_required,elite_or_rare_target",low_until_manual_review,9200,9200,9200,9200,9200,9200,9200,9200,9200,9200,9200,9200,7300,5500,3700,1850,920,920,920,920
628,刨花皮靴,level_met_but_prerequisite_locked,荆棘谷,31,38,36,single_named_drop,item/single_named_creature_task_item/x1/老海鳄#2635@80%,10.37,15.78,26.97,107.45,,577,,,medium,7800,7800,7800,7800,7800,7800,7800,7800,7800,6300,4700,3100,1550,780,780,780,780,780,780,780
710,研究石元素,available_at_35,荒芜之地,35,37,36,multi_creature_personal_drop,item/multiple_creature_task_item_drops/x10/次级石元素#2735@80%,13.53,24.65,40.56,14.0,,,711,drop_rate_required,low_until_manual_review,7400,7400,7400,7400,7400,7400,7400,7400,5900,4500,3000,1500,740,740,740,740,740,740,740,740
2202,奥达曼的蘑菇,future_level,荒芜之地,36,42,36,world_object_item_collection,item/task_item_world_object_pickup/x12/Magenta Cap Clusters#126049@100%|Magenta Cap Clusters#128293@100%,18.32,33.76,57.8,75.97,,2258,,"cross_zone_or_multi_zone,dungeon_objective_source,object_respawn_and_multi_click_unknown",low_until_manual_review,9600,9600,9600,9600,9600,9600,9600,9600,9600,9600,9600,9600,9600,7700,5800,3900,1950,960,960,960
2258,荒芜之地的试剂,future_level,荒芜之地,36,39,36,mixed_with_personal_item,item/multiple_creature_task_item_drops/x5/饥饿的秃鹫#2829@80%|秃鹫#2830@80%|巨型秃鹫#2831@80%; item/multiple_creature_task_item_drops/x10/峭壁山狗#2727@80%|野生峭壁山狗#2728@80%|老峭壁山狗#2729@80%|疯狂的峭壁山狗#2730@80%; item/multiple_creature_task_item_drops/x5/石元素#92@80%|次级石元素#2735@80%|巨型石元素#2736@80%|因弗努斯大使#2745@80%|拉姆布勒#2752@80%|被激怒的石元素#2791@80%,29.52,52.57,88.19,83.52,,,2202,"drop_rate_required,elite_or_rare_target",low_until_manual_review,8300,8300,8300,8300,8300,8300,8300,8300,8300,8300,6600,5000,3300,1650,820,820,820,820,820,820
9439,被抢走的财物,future_level,荒芜之地,36,40,36,mixed_with_personal_item,item/task_item_world_object_pickup/xNone/Empty Barrel#181628@100%; item/task_item_world_object_pickup/xNone/Weapon Rack#181627@100%,6.42,9.05,13.95,84.93,,,,object_respawn_and_multi_click_unknown,low_until_manual_review,8700,8700,8700,8700,8700,8700,8700,8700,8700,8700,8700,7000,5200,3500,1750,880,880,880,880,880
643,阿拉索符印,level_met_but_prerequisite_locked,阿拉希高地,32,41,36,single_named_drop,item/single_named_creature_task_item/x1/瓦罗卡尔中尉#2612@100%,6.96,9.7,15.24,88.43,,641,644,,medium,9200,9200,9200,9200,9200,9200,9200,9200,9200,9200,9200,9200,7300,5500,3700,1850,920,920,920,920
1166,莫格穆洛克的任务,future_level,尘泥沼泽,37,41,37,mixed_with_personal_item,item/task_item_world_object_pickup/xNone/Mok'Morokk's Snuff#19904@100%; item/task_item_world_object_pickup/xNone/Mok'Morokk's Grog#19905@100%; item/task_item_world_object_pickup/xNone/Mok'Morokk's Strongbox#19906@100%,7.87,11.13,17.0,69.36,,,,object_respawn_and_multi_click_unknown,low_until_manual_review,11400,11400,11400,11400,11400,11400,11400,11400,11400,11400,11400,11400,9100,6800,4600,2300,1150,1150,1150,1150
1169,群龙之首,future_level,尘泥沼泽,37,41,37,mixed_with_personal_item,item/multiple_creature_task_item_drops/x7/灼热龙崽#4323@25%|灼热雏龙#4324@25%; item/multiple_creature_task_item_drops/x7/灼热龙崽#4323@25%|灼热雏龙#4324@25%,73.44,143.43,292.32,89.91,,,,drop_rate_required,low_until_manual_review,13700,13700,13700,13700,13700,13700,13700,13700,13700,13700,13700,13700,11000,8200,5500,2700,1350,1350,1350,1350
1170,奥妮克希亚的血脉,future_level,尘泥沼泽,37,41,37,travel_dialogue_or_turnin,,1.03,1.57,2.66,1.89,,1169,1171,,medium_high,920,920,920,920,920,920,920,920,920,920,920,920,720,540,360,180,90,90,90,90
1171,奥妮克希亚的血脉,future_level,尘泥沼泽,37,41,37,travel_dialogue_or_turnin,,1.03,1.57,2.66,1.89,,1170,1172,,medium_high,920,920,920,920,920,920,920,920,920,920,920,920,720,540,360,180,90,90,90,90
1172,奥妮克希亚的血脉,future_level,尘泥沼泽,37,41,37,world_object_collection,object/multiple_world_objects/x5/Egg of Onyxia#20359,9.02,12.78,23.28,91.01,,1171,,active_item_or_spell_use,medium,11400,11400,11400,11400,11400,11400,11400,11400,11400,11400,11400,11400,9100,6800,4600,2300,1150,1150,1150,1150
11184,悬赏：贪婪的血爪,available_at_35_conditional_trigger,尘泥沼泽,35,39,37,single_named_kill,kill/single_named_or_rare_kill/x1/贪婪的血爪#23873,3.22,4.65,7.52,23.9,,,,,medium_high,8300,8300,8300,8300,8300,8300,8300,8300,8300,8300,6600,5000,3300,1650,820,820,820,820,820,820
11213,寻找塔贝萨,future_level,尘泥沼泽,37,37,37,travel_dialogue_or_turnin,,2.71,3.82,6.14,27.34,,,,,medium_high,740,740,740,740,740,740,740,740,600,440,300,150,70,70,70,70,70,70,70,70
11217,龙尾草,future_level,尘泥沼泽,37,40,37,multi_creature_personal_drop,item/multiple_creature_task_item_drops/x8/灼热雏龙#4324@1%|尘泥利齿鳄鱼#4345@1%,952.92,1979.95,4037.59,10.55,,,,drop_rate_required,low_until_manual_review,8700,8700,8700,8700,8700,8700,8700,8700,8700,8700,8700,7000,5200,3500,1750,880,880,880,880,880
1372,真言药水,future_level,暮色森林,37,42,37,travel_dialogue_or_turnin,,0.93,1.44,2.46,0.52,,,1383,,medium_high,960,960,960,960,960,960,960,960,960,960,960,960,960,760,580,380,190,100,100,100
1383,真言药水,future_level,暮色森林,37,42,37,mixed_with_personal_item,item/multiple_creature_task_item_drops/x5/暗影黑豹#768@80%; item/multiple_creature_task_item_drops/xNone/泥沼之王#1081@100%; item/multiple_creature_task_item_drops/xNone/睡梦雏龙#741@100%,17.6,36.03,67.26,0.0,,1372,,"cross_zone_or_multi_zone,drop_rate_required",low_until_manual_review,12000,12000,12000,12000,12000,12000,12000,12000,12000,12000,12000,12000,12000,9600,7200,4800,2400,1200,1200,1200
1388,真言药水,future_level,暮色森林,37,42,37,travel_dialogue_or_turnin,,0.93,1.44,2.46,0.52,,1383,1391,,medium_high,960,960,960,960,960,960,960,960,960,960,960,960,960,760,580,380,190,100,100,100
1391,真言药水,future_level,暮色森林,37,42,37,travel_dialogue_or_turnin,,8.9,19.4,37.4,,,1388,,cross_zone_or_multi_zone,low_until_manual_review,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,5800,4300,2900,1450,720,720,720
209,劈颅巨魔的獠牙,future_level,荆棘谷,37,42,37,multi_creature_personal_drop,item/multiple_creature_task_item_drops/x18/劈颅战士#667@80%|劈颅猎人#669@80%|劈颅巫医#670@80%|劈颅逐灵者#672@80%|劈颅掷斧者#696@80%|劈颅秘法师#780@80%|劈颅猎头者#781@80%|劈颅斥候#782@80%,30.85,52.84,91.46,79.32,,189,,drop_rate_required,low_until_manual_review,9600,9600,9600,9600,9600,9600,9600,9600,9600,9600,9600,9600,9600,7700,5800,3900,1950,960,960,960
576,海盗的眼睛,future_level,荆棘谷,37,42,37,single_creature_drop,item/single_regular_creature_task_item/x1/血帆袭击者#1561@10%|血帆法师#1562@10%|血帆流氓#1563@10%|血帆术士#1564@10%|血帆水手#1565@10%|血帆大法师#1653@10%|帅小伙子邓肯#2545|舰队指挥官菲尔拉伦#2546@10%,19.31,63.55,210.25,13.66,,595,,,medium,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200,5800,4300,2900,1450,720,720,720
587,鼻烟,future_level,荆棘谷,37,41,37,multi_creature_personal_drop,item/multiple_creature_task_item_drops/x15/血帆袭击者#1561@80%|血帆法师#1562@80%|血帆流氓#1563@80%|血帆术士#1564@80%|血帆水手#1565@80%|血帆大法师#1653@80%|帅小伙子邓肯#2545@80%|舰队指挥官菲尔拉伦#2546@80%,20.32,34.01,57.41,13.66,,595,,drop_rate_required,low_until_manual_review,4500,4500,4500,4500,4500,4500,4500,4500,4500,4500,4500,4500,3600,2700,1800,900,460,460,460,460
595,血帆海盗,future_level,荆棘谷,37,41,37,travel_dialogue_or_turnin,,1.45,2.13,3.53,6.87,,,597,,medium_high,6800,6800,6800,6800,6800,6800,6800,6800,6800,6800,6800,6800,5400,4100,2700,1350,680,680,680,680
597,血帆海盗,future_level,荆棘谷,37,41,37,travel_dialogue_or_turnin,,1.47,2.16,3.58,7.16,,595,599,,medium_high,6800,6800,6800,6800,6800,6800,6800,6800,6800,6800,6800,6800,5400,4100,2700,1350,680,680,680,680
598,裂骨项链,level_met_but_prerequisite_locked,荆棘谷,30,42,37,multi_creature_personal_drop,item/multiple_creature_task_item_drops/x25/劈颅战士#667@80%|劈颅猎人#669@80%|劈颅巫医#670@80%|劈颅逐灵者#672@80%|劈颅掷斧者#696@80%|劈颅秘法师#780@80%|劈颅猎头者#781@80%|劈颅斥候#782@80%,36.6,64.18,113.18,40.17,,596,,drop_rate_required,low_until_manual_review,9600,9600,9600,9600,9600,9600,9600,9600,9600,9600,9600,9600,9600,7700,5800,3900,1950,960,960,960
599,血帆海盗,future_level,荆棘谷,37,41,37,travel_dialogue_or_turnin,,1.0,1.53,2.6,1.22,,597,604,,medium_high,2300,2300,2300,2300,2300,2300,2300,2300,2300,2300,2300,2300,1800,1350,920,460,220,220,220,220
711,研究石元素,level_met_but_prerequisite_locked,荒芜之地,35,39,37,multi_creature_personal_drop,item/multiple_creature_task_item_drops/x3/石元素#92@80%,8.18,14.46,26.19,72.0,,710,712,drop_rate_required,low_until_manual_review,8300,8300,8300,8300,8300,8300,8300,8300,8300,8300,6600,5000,3300,1650,820,820,820,820,820,820
2283,搜寻项链,future_level,荒芜之地,37,41,37,single_creature_drop,item/single_regular_creature_task_item/x1/暗炉勘探员#4844@8%|暗炉恶棍#4845@8%|暗炉掘地工#4846@8%|石窟嚼石者#4851@8%|石窟猎手#4856@8%,21.74,49.89,110.27,0.0,,,2284,"cross_zone_or_multi_zone,dungeon_objective_source",low_until_manual_review,6800,6800,6800,6800,6800,6800,6800,6800,6800,6800,6800,6800,5400,4100,2700,1350,680,680,680,680
2284,搜寻项链，再来一次,future_level,荒芜之地,37,41,37,travel_dialogue_or_turnin,,8.9,19.4,37.4,,,2283,2318,"automatic_route_candidate_missing,cross_zone_or_multi_zone",low_until_manual_review,13700,13700,13700,13700,13700,13700,13700,13700,13700,13700,13700,13700,11000,8200,5500,2700,1350,1350,1350,1350
2318,翻译日记,future_level,荒芜之地,37,42,37,travel_dialogue_or_turnin,,8.9,19.4,37.4,0.0,,2284,2338,cross_zone_or_multi_zone,low_until_manual_review,9600,9600,9600,9600,9600,9600,9600,9600,9600,9600,9600,9600,9600,7700,5800,3900,1950,960,960,960
2338,翻译日记,future_level,荒芜之地,37,42,37,travel_dialogue_or_turnin,,0.9,1.4,2.4,0.0,,2318,,,medium_high,960,960,960,960,960,960,960,960,960,960,960,960,960,760,580,380,190,100,100,100
2339,寻找宝贝,future_level,荒芜之地,37,44,37,mixed_with_personal_item,item/task_item_world_object_pickup/x3/Shadowforge Cache#113757@100%; item/multiple_creature_task_item_drops/xNone/格瑞姆洛克#4854@100%; item/task_item_world_object_pickup/xNone/Conspicuous Urn#125477@100%; item/multiple_creature_task_item_drops/xNone/阿扎达斯#2748@100%,22.23,42.35,75.9,0.0,,2338,,"cross_zone_or_multi_zone,drop_rate_required,dungeon_objective_source,elite_or_rare_target,object_respawn_and_multi_click_unknown",low_until_manual_review,15800,15800,15800,15800,15800,15800,15800,15800,15800,15800,15800,15800,15800,15800,15800,12600,9500,6300,3200,1600
2340,交付宝石,future_level,荒芜之地,37,44,37,travel_dialogue_or_turnin,,8.9,19.4,37.4,,,2339,2341,cross_zone_or_multi_zone,low_until_manual_review,5200,5200,5200,5200,5200,5200,5200,5200,5200,5200,5200,5200,5200,5200,5200,4200,3100,2100,1050,520
2341,项链任务的终结,future_level,荒芜之地,37,44,37,travel_dialogue_or_turnin,,8.9,19.4,37.4,0.0,,2340,,cross_zone_or_multi_zone,low_until_manual_review,15800,15800,15800,15800,15800,15800,15800,15800,15800,15800,15800,15800,15800,15800,15800,12600,9500,6300,3200,1600
2976,可怕的发现,future_level,菲拉斯,37,45,37,travel_dialogue_or_turnin,,8.9,19.4,37.4,,,2974,,cross_zone_or_multi_zone,low_until_manual_review,13800,13800,13800,13800,13800,13800,13800,13800,13800,13800,13800,13800,13800,13800,13800,13800,11000,8300,5500,2800
664,船长的复仇,available_at_35,阿拉希高地,35,40,37,multi_target_shared_kill,kill/regular_shared_kills/x10/刺脊袭击者#2595; kill/regular_shared_kills/x3/刺脊巫师#2596,9.67,14.88,24.4,26.3,,,,,medium,8700,8700,8700,8700,8700,8700,8700,8700,8700,8700,8700,7000,5200,3500,1750,880,880,880,880,880
679,短兵相接,level_met_but_prerequisite_locked,阿拉希高地,30,40,37,multi_target_shared_kill,kill/regular_shared_kills/x7/石拳萨满祭司#2570; kill/regular_shared_kills/x3/石拳领主#2571,13.71,19.94,32.11,128.47,,678,,,medium,8700,8700,8700,8700,8700,8700,8700,8700,8700,8700,8700,7000,5200,3500,1750,880,880,880,880,880
1446,预言者迦玛兰,future_level,Sunken Temple,38,53,38,single_named_drop,item/single_named_creature_task_item/x1/预言者迦玛兰#5710@100%,13.23,30.11,60.95,,,,,"automatic_route_candidate_missing,cross_zone_or_multi_zone,dungeon_objective_source,elite_or_rare_target",low_until_manual_review,22800,22800,22800,22800,22800,22800,22800,22800,22800,22800,22800,22800,22800,22800,22800,22800,22800,22800,22800,22800
1488,堕落者,level_met_but_prerequisite_locked,凄凉之地,25,40,38,multi_target_shared_kill,kill/elite_or_boss_shared_kills/xNone/魔王阿兹雷索克#5760; kill/regular_shared_kills/xNone/祖格卡#5771,5.75,9.75,18.26,45.38,,1484,,elite_or_rare_target,low_until_manual_review,10900,10900,10900,10900,10900,10900,10900,10900,10900,10900,10900,8700,6500,4400,2200,1100,1100,1100,1100,1100
