quest_id,name,status,zone,required_level,quest_level,xp_db_level,xp_db_base,earliest_completion_level,xp_at_earliest_completion,task_class,objectives,time_optimistic_min,time_central_min,time_pessimistic_min,xp_per_central_minute,distance_index,pre_single,pre_group,next_quest,route_flags,confidence,manual_review
186,猎虎,available_by_level_subject_to_prerequisites,荆棘谷,28,33,33,1450,35,2900,shared_kill,kill:regular_shared_kills:count=10:sources=荆棘谷猛虎,7.09,9.77,14.53,296.8,22.24,185,,187,,medium_high,
187,猎虎,known_active_or_recently_active,荆棘谷,28,35,35,2450,35,4900,shared_kill,kill:regular_shared_kills:count=10:sources=老年荆棘谷猛虎,7.0,9.64,14.24,508.3,16.78,186,,188,,medium_high,
188,猎虎,available_by_level_subject_to_prerequisites,荆棘谷,28,37,37,3710,35,7400,single_named_drop,item:single_named_creature_task_item:count=1:sources=辛达尔,3.03,4.51,9.51,1640.8,15.16,187,,,,medium,
189,血顶巨魔的耳朵,available_by_level_subject_to_prerequisites,荆棘谷,30,35,35,2450,35,4900,multi_creature_personal_drop,"item:multiple_creature_task_item_drops:count=15:sources=血顶战士,血顶斥候,血顶猎人,血顶狂战士",22.47,57.13,147.62,85.8,130.58,,,,drop_rate_required,low_until_manual_review,server_drop_rate_needed
190,猎豹,available_by_level_subject_to_prerequisites,荆棘谷,28,31,31,1250,35,2500,shared_kill,kill:regular_shared_kills:count=10:sources=猎豹幼崽,5.95,8.25,12.24,303.0,11.91,583,,191,,medium_high,
191,猎豹,available_by_level_subject_to_prerequisites,荆棘谷,28,33,33,1450,35,2900,shared_kill,kill:regular_shared_kills:count=10:sources=黑豹,6.34,8.77,12.97,330.7,12.79,190,,192,,medium_high,
192,猎豹,known_active_or_recently_active,荆棘谷,28,38,38,2900,35,5800,shared_kill,kill:regular_shared_kills:count=10:sources=深喉猎豹,11.47,18.26,30.57,317.6,49.47,191,,193,,medium_high,
194,猎龙,available_by_level_subject_to_prerequisites,荆棘谷,28,34,34,1550,35,3100,shared_kill,kill:regular_shared_kills:count=10:sources=荆棘谷迅猛龙,7.27,10.01,14.85,309.7,22.39,583,,195,,medium_high,
195,猎龙,objective_complete_turnin_not_synced,荆棘谷,28,36,36,1750,35,3500,shared_kill,kill:regular_shared_kills:count=10:sources=鞭尾迅猛龙,8.32,11.77,17.84,297.4,26.2,194,,196,,medium_high,
213,恶性竞争,available_by_level_subject_to_prerequisites,荆棘谷,31,36,36,3500,35,7000,multi_creature_personal_drop,item:multiple_creature_task_item_drops:count=8:sources=风险投资公司地质学家,16.63,39.64,100.26,176.6,118.24,,,,drop_rate_required,low_until_manual_review,server_drop_rate_needed
338,荆棘谷的青山,available_by_level_subject_to_prerequisites,荆棘谷,30,40,40,6550,35,13100,mixed_objectives,item:item_source_not_in_questie:count=4:sources=; item:item_source_not_in_questie:count=None:sources=; item:item_source_not_in_questie:count=None:sources=; item:item_source_not_in_questie:count=None:sources=,5.9,11.4,25.4,1149.1,0.0,583,,,,low_until_manual_review,"item_source_missing:2756,item_source_missing:2757,item_source_missing:2758,item_source_missing:2759,objective_count:missing_counts"
339,荆棘谷的青山 - 第一章,available_by_level_subject_to_prerequisites,荆棘谷,30,40,40,1090,35,2200,mixed_with_personal_item,"item:single_regular_creature_task_item:count=1:sources=血顶战士,血顶斥候,血顶猎人,血顶狂战士; item:multiple_creature_task_item_drops:count=4:sources=血顶战士,血顶斥候,血顶猎人,血顶狂战士; item:multiple_creature_task_item_drops:count=6:sources=血顶战士,血顶斥候,血顶猎人,血顶狂战士; item:multiple_creature_task_item_drops:count=8:sources=血顶战士,血顶斥候,血顶猎人,血顶狂战士",17.07,73.25,222.66,30.0,14.5,,,,"drop_rate_required,elite_or_rare_target",low_until_manual_review,server_drop_rate_needed
340,荆棘谷的青山 - 第二章,available_by_level_subject_to_prerequisites,荆棘谷,30,40,40,1090,35,2200,mixed_with_personal_item,"item:multiple_creature_task_item_drops:count=10:sources=血顶战士,血顶斥候,血顶猎人,血顶狂战士; item:multiple_creature_task_item_drops:count=11:sources=血顶战士,血顶斥候,血顶猎人,血顶狂战士; item:multiple_creature_task_item_drops:count=14:sources=血顶战士,血顶斥候,血顶猎人,血顶狂战士; item:multiple_creature_task_item_drops:count=16:sources=血顶战士,血顶斥候,血顶猎人,血顶狂战士",42.37,164.79,496.33,13.4,14.5,,,,"drop_rate_required,elite_or_rare_target",low_until_manual_review,server_drop_rate_needed
341,荆棘谷的青山 - 第三章,available_by_level_subject_to_prerequisites,荆棘谷,30,40,40,1090,35,2200,mixed_with_personal_item,"item:multiple_creature_task_item_drops:count=18:sources=血顶战士,血顶斥候,血顶猎人,血顶狂战士; item:multiple_creature_task_item_drops:count=20:sources=血顶战士,血顶斥候,血顶猎人,血顶狂战士; item:multiple_creature_task_item_drops:count=24:sources=血顶战士,血顶斥候,血顶猎人,血顶狂战士; item:multiple_creature_task_item_drops:count=None:sources=血顶战士,血顶斥候,血顶猎人,血顶狂战士",51.86,195.27,585.28,11.3,14.5,,,,"drop_rate_required,elite_or_rare_target",low_until_manual_review,"objective_count:missing_counts,server_drop_rate_needed"
342,荆棘谷的青山 - 第四章,available_by_level_subject_to_prerequisites,荆棘谷,30,40,40,1090,35,2200,mixed_with_personal_item,"item:multiple_creature_task_item_drops:count=25:sources=血顶战士,血顶斥候,血顶猎人,血顶狂战士; item:multiple_creature_task_item_drops:count=26:sources=血顶战士,血顶斥候,血顶猎人,血顶狂战士; item:multiple_creature_task_item_drops:count=27:sources=血顶战士,血顶斥候,血顶猎人,血顶狂战士",63.72,232.27,692.88,9.5,14.5,,,,"drop_rate_required,elite_or_rare_target",low_until_manual_review,server_drop_rate_needed
568,格罗姆高保卫战,available_by_level_subject_to_prerequisites,荆棘谷,33,36,36,3500,35,7000,shared_kill,kill:regular_shared_kills:count=15:sources=鞭尾迅猛龙,9.9,14.13,21.17,495.4,12.61,,,569,,medium_high,
569,格罗姆高保卫战,available_by_level_subject_to_prerequisites,荆棘谷,33,37,37,3710,35,7400,multi_target_shared_kill,kill:regular_shared_kills:count=10:sources=莫什奥格蛮兵; kill:regular_shared_kills:count=5:sources=莫什奥格巫医,10.07,15.38,24.8,481.1,10.73,568,,,,medium,
570,摩克萨尔丁的魔法,available_by_level_subject_to_prerequisites,荆棘谷,33,38,38,2900,35,5800,mixed_with_personal_item,"item:multiple_creature_task_item_drops:count=8:sources=深喉猎豹,老年深喉猎豹; item:multiple_creature_task_item_drops:count=None:sources=荆棘谷雌虎",11.53,46.33,153.08,125.2,20.75,,,572,drop_rate_required,low_until_manual_review,"objective_count:missing_counts,server_drop_rate_needed"
575,供与求,available_by_level_subject_to_prerequisites,荆棘谷,26,31,31,1250,35,2500,multi_creature_personal_drop,item:multiple_creature_task_item_drops:count=2:sources=淡水鳄,13.1,22.99,47.05,108.7,134.69,,,,drop_rate_required,low_until_manual_review,server_drop_rate_needed
577,收集鳄鱼皮,available_by_level_subject_to_prerequisites,荆棘谷,31,36,36,1750,35,3500,multi_creature_personal_drop,item:multiple_creature_task_item_drops:count=5:sources=钳嘴鳄鱼,13.97,31.57,77.48,110.9,109.82,575,,628,drop_rate_required,low_until_manual_review,server_drop_rate_needed
581,耶尼库的下落,available_by_level_subject_to_prerequisites,荆棘谷,30,34,34,2300,35,4600,multi_creature_personal_drop,"item:multiple_creature_task_item_drops:count=9:sources=血顶战士,血顶斥候,血顶猎人,血顶狂战士",10.35,31.5,86.89,146.0,34.47,,,582,drop_rate_required,low_until_manual_review,server_drop_rate_needed
582,狩猎行动,available_by_level_subject_to_prerequisites,荆棘谷,30,37,37,2750,35,5500,multi_creature_personal_drop,item:multiple_creature_task_item_drops:count=20:sources=血顶猎头者,22.35,76.2,233.81,72.2,39.16,581,,,drop_rate_required,low_until_manual_review,server_drop_rate_needed
583,欢迎来到丛林,available_by_level_subject_to_prerequisites,荆棘谷,28,30,30,245,35,500,travel_dialogue_or_turnin,,0.91,1.41,2.42,354.6,0.14,,,,,medium_high,
585,奈兹里奥克,available_by_level_subject_to_prerequisites,荆棘谷,30,40,40,3250,35,6500,mixed_with_personal_item,item:task_item_world_object_pickup:count=None:sources=Balia'mah Trophy Skulls; item:task_item_world_object_pickup:count=None:sources=Ziata'jai Trophy Skulls; item:task_item_world_object_pickup:count=None:sources=Zul'Mamwe Trophy Skulls,4.74,6.86,14.01,947.5,32.61,584,,,object_respawn_and_multi_click_unknown,low_until_manual_review,objective_count:missing_counts
588,耶尼库的命运,available_by_level_subject_to_prerequisites,荆棘谷,30,45,45,550,35,1100,travel_dialogue_or_turnin,,0.91,1.41,2.42,780.1,0.12,,"585,586",589,,medium_high,
592,拯救耶尼库,available_by_level_subject_to_prerequisites,荆棘谷,30,46,46,7200,35,14400,item_source_not_in_questie,item:item_source_not_in_questie:count=1:sources=,1.91,3.41,7.42,4222.9,0.11,591,,,,low_until_manual_review,item_source_missing:3913
596,染血的白骨项链,available_by_level_subject_to_prerequisites,荆棘谷,30,37,37,2750,35,5500,multi_creature_personal_drop,"item:multiple_creature_task_item_drops:count=25:sources=血顶战士,血顶斥候,血顶猎人,血顶狂战士",22.28,72.03,204.48,76.4,34.47,,,,drop_rate_required,low_until_manual_review,server_drop_rate_needed
605,歌唱水晶碎片,available_by_level_subject_to_prerequisites,荆棘谷,30,35,35,3300,35,6600,multi_creature_personal_drop,"item:multiple_creature_task_item_drops:count=10:sources=石喉蜥蜴,晶背蜥蜴,冷眼蜥蜴,钢尾蜥蜴",14.89,40.45,107.12,163.2,74.08,,,600,drop_rate_required,low_until_manual_review,server_drop_rate_needed
607,向马克基雷回报,available_by_level_subject_to_prerequisites,荆棘谷,30,41,41,3400,35,6800,travel_dialogue_or_turnin,,1.04,1.59,2.7,4276.7,1.79,606,,609,,medium_high,
620,刺着字母的腰带,available_by_level_subject_to_prerequisites,荆棘谷,35,42,42,2400,35,4800,travel_dialogue_or_turnin,,1.9,4.4,10.4,1090.9,,,,,"automatic_route_candidate_missing,non_npc_finish_or_missing_finish,non_npc_start_or_missing_start",low_until_manual_review,not_in_world_candidate_union
624,科泰罗的谜题,available_by_level_subject_to_prerequisites,荆棘谷,35,43,43,5050,35,10100,travel_dialogue_or_turnin,,1.9,4.4,10.4,2295.5,,,,625,automatic_route_candidate_missing,low_until_manual_review,not_in_world_candidate_union
625,科泰罗的谜题,available_by_level_subject_to_prerequisites,荆棘谷,35,43,43,5050,35,10100,travel_dialogue_or_turnin,,8.9,19.4,37.4,520.6,,624,,626,"automatic_route_candidate_missing,cross_zone_or_multi_zone",low_until_manual_review,not_in_world_candidate_union
626,科泰罗的谜题,available_by_level_subject_to_prerequisites,荆棘谷,35,51,51,8800,35,17600,travel_dialogue_or_turnin,,8.9,19.4,37.4,907.2,,625,,,"automatic_route_candidate_missing,cross_zone_or_multi_zone",low_until_manual_review,not_in_world_candidate_union
629,暗礁海,available_by_level_subject_to_prerequisites,荆棘谷,30,37,37,3710,35,7400,world_object_item_collection,item:task_item_world_object_pickup:count=1:sources=Gri'lek the Wanderer,2.71,3.93,7.37,1883.0,17.57,,,,object_respawn_and_multi_click_unknown,low_until_manual_review,
638,巨魔之敌,available_by_level_subject_to_prerequisites,荆棘谷,32,37,37,920,35,1850,travel_dialogue_or_turnin,,8.9,19.4,37.4,95.4,,,,639,cross_zone_or_multi_zone,low_until_manual_review,
7810,竞技场高手,available_by_level_subject_to_prerequisites,荆棘谷,1,55,55,815,35,1650,travel_dialogue_or_turnin,,0.9,1.4,2.4,1178.6,0.0,,,,,medium_high,
7908,竞技场高手,available_by_level_subject_to_prerequisites,荆棘谷,1,55,55,815,35,1650,travel_dialogue_or_turnin,,1.9,4.4,10.4,375.0,,,,,"automatic_route_candidate_missing,non_npc_finish_or_missing_finish,non_npc_start_or_missing_start",low_until_manual_review,not_in_world_candidate_union
8553,船长的弯刀,available_by_level_subject_to_prerequisites,荆棘谷,35,42,42,480,35,960,travel_dialogue_or_turnin,,1.04,1.59,2.69,603.8,1.75,8552,,8554,,medium_high,
9436,血顶巨魔的魔法,available_by_level_subject_to_prerequisites,荆棘谷,30,34,34,3100,35,6200,single_creature_drop,item:single_regular_creature_task_item:count=1:sources=血顶萨满祭司,3.01,7.4,18.32,837.8,17.28,,,9457,,medium,
9457,不寻常的发现,available_by_level_subject_to_prerequisites,荆棘谷,30,36,36,4350,35,8700,single_named_drop,item:single_named_creature_task_item:count=1:sources=奈亚斯,1.79,2.84,6.83,3063.4,0.0,9436,,,active_item_or_spell_use,medium,
703,烧烤秃鹰翅膀,available_by_level_subject_to_prerequisites,荒芜之地,33,40,40,3250,35,6500,multi_creature_personal_drop,"item:multiple_creature_task_item_drops:count=4:sources=饥饿的秃鹫,秃鹫,巨型秃鹫,扎里科特",5.68,24.03,78.9,270.5,15.82,,,,"drop_rate_required,elite_or_rare_target",low_until_manual_review,server_drop_rate_needed
705,潜水采珍珠,available_by_level_subject_to_prerequisites,荒芜之地,30,37,37,3710,35,7400,world_object_item_collection,item:task_item_world_object_pickup:count=9:sources=Giant Clam,12.65,25.4,50.15,291.3,0.0,,,,"cross_zone_or_multi_zone,object_respawn_and_multi_click_unknown",low_until_manual_review,
709,化解灾难,available_by_level_subject_to_prerequisites,荒芜之地,30,40,40,4370,35,8700,world_object_item_collection,item:task_item_world_object_pickup:count=1:sources=Ancient Chest,9.32,20.07,39.48,433.5,0.0,,,,"cross_zone_or_multi_zone,object_respawn_and_multi_click_unknown",low_until_manual_review,
713,至关重要的冷却剂,available_by_level_subject_to_prerequisites,荒芜之地,35,37,37,3710,35,7400,single_creature_drop,"item:single_regular_creature_task_item:count=1:sources=邪枝巫医,焦油爬行者,死木园丁",10.59,34.0,104.28,217.6,0.0,,,714,cross_zone_or_multi_zone,low_until_manual_review,
714,发条式什么什么仪,available_by_level_subject_to_prerequisites,荒芜之地,35,37,37,3710,35,7400,single_creature_drop,"item:single_regular_creature_task_item:count=1:sources=风险投资公司修理工,风险投资公司伐木机",9.83,24.95,56.23,296.6,0.0,713,,,cross_zone_or_multi_zone,low_until_manual_review,
716,有备无患,available_by_level_subject_to_prerequisites,荒芜之地,35,42,42,3600,35,7200,item_source_not_in_questie,item:item_source_not_in_questie:count=1:sources=,1.91,3.42,7.43,2105.3,0.32,712,,,,low_until_manual_review,item_source_missing:2868
728,远赴幽暗城,available_by_level_subject_to_prerequisites,荒芜之地,30,40,40,1090,35,2200,travel_dialogue_or_turnin,,8.9,19.4,37.4,113.4,,709,,736,cross_zone_or_multi_zone,low_until_manual_review,
734,不祥的感觉,available_by_level_subject_to_prerequisites,荒芜之地,35,42,0,0,35,0,travel_dialogue_or_turnin,,0.91,1.42,2.43,,0.32,,"712,714",777,,medium_high,
737,禁断的知识,available_by_level_subject_to_prerequisites,荒芜之地,30,40,40,3250,35,6500,travel_dialogue_or_turnin,,8.9,19.4,37.4,335.1,0.0,"735,736",,,cross_zone_or_multi_zone,low_until_manual_review,
777,不祥的感觉,available_by_level_subject_to_prerequisites,荒芜之地,35,42,0,0,35,0,travel_dialogue_or_turnin,,0.93,1.44,2.46,,0.64,734,,778,,medium_high,
1419,捕猎山狗,available_by_level_subject_to_prerequisites,荒芜之地,30,40,40,4370,35,8700,multi_creature_personal_drop,"item:multiple_creature_task_item_drops:count=30:sources=峭壁山狗,野生峭壁山狗,老峭壁山狗,疯狂的峭壁山狗",35.26,128.2,416.58,67.9,95.72,,,,drop_rate_required,low_until_manual_review,server_drop_rate_needed
1420,向赫格拉姆报到,available_by_level_subject_to_prerequisites,荒芜之地,30,40,40,3250,35,6500,travel_dialogue_or_turnin,,8.9,19.4,37.4,335.1,,,,,cross_zone_or_multi_zone,low_until_manual_review,
2342,寻找宝物,available_by_level_subject_to_prerequisites,荒芜之地,33,43,43,5050,35,10100,world_object_item_collection,item:task_item_world_object_pickup:count=1:sources=Garrett Family Chest,9.32,20.07,39.48,503.2,,,,,"automatic_route_candidate_missing,cross_zone_or_multi_zone,object_respawn_and_multi_click_unknown",low_until_manual_review,not_in_world_candidate_union
2418,能量石,available_by_level_subject_to_prerequisites,荒芜之地,30,36,36,3500,35,7000,mixed_with_personal_item,"item:multiple_creature_task_item_drops:count=8:sources=暗炉勘探员,暗炉恶棍,暗炉掘地工; item:multiple_creature_task_item_drops:count=8:sources=暗炉勘探员,暗炉恶棍,暗炉掘地工",22.77,75.25,207.75,93.0,84.47,,,,"cross_zone_or_multi_zone,drop_rate_required",low_until_manual_review,server_drop_rate_needed
857,众月之泪,available_by_level_subject_to_prerequisites,贫瘠之地,22,30,30,2450,35,4900,world_object_item_collection,item:task_item_world_object_pickup:count=1:sources=General Twinbraid's Strongbox,1.56,2.4,4.99,2041.7,4.13,,,,object_respawn_and_multi_click_unknown,low_until_manual_review,
1145,疯狂的虫群,available_by_level_subject_to_prerequisites,贫瘠之地,29,33,33,1450,35,2900,travel_dialogue_or_turnin,,8.9,19.4,37.4,149.5,,,,1146,cross_zone_or_multi_zone,low_until_manual_review,
9627,部落的盟约,known_active_or_recently_active,银月城,15,21,21,2500,35,500,travel_dialogue_or_turnin,,8.9,19.4,37.4,25.8,0.0,9626,,,cross_zone_or_multi_zone,low_until_manual_review,
635,山中的水晶,available_by_level_subject_to_prerequisites,阿拉希高地,30,35,35,330,35,660,travel_dialogue_or_turnin,,0.9,1.4,2.4,471.4,0.0,,,,,medium_high,
636,Legends of the Earth <NYI>,available_by_level_subject_to_prerequisites,阿拉希高地,30,35,35,330,35,660,travel_dialogue_or_turnin,,1.9,4.4,10.4,150.0,,,,,"automatic_route_candidate_missing,non_npc_finish_or_missing_finish,non_npc_start_or_missing_start",low_until_manual_review,not_in_world_candidate_union
639,激流堡符印,available_by_level_subject_to_prerequisites,阿拉希高地,32,37,37,3710,35,7400,single_creature_drop,"item:single_regular_creature_task_item:count=1:sources=辛迪加潜伏者,辛迪加咒术师,辛迪加占星师,辛迪加窃贼",8.43,15.61,34.29,474.1,111.15,638,,640,,medium,
640,破碎的符印,available_by_level_subject_to_prerequisites,阿拉希高地,32,40,40,4370,35,8700,multi_creature_personal_drop,"item:multiple_creature_task_item_drops:count=5:sources=激流堡猎巨魔者,激流堡防御者,激流堡仲裁者",11.94,31.65,89.53,274.9,110.1,639,,,drop_rate_required,low_until_manual_review,server_drop_rate_needed
641,索拉丁符印,available_by_level_subject_to_prerequisites,阿拉希高地,32,40,40,435,35,880,travel_dialogue_or_turnin,,1.05,1.6,2.71,550.0,2.51,640,,643,,medium_high,
642,被困的公主,available_by_level_subject_to_prerequisites,阿拉希高地,30,37,37,3710,35,7400,multi_creature_personal_drop,"item:multiple_creature_task_item_drops:count=12:sources=枯须狗头人,枯须勘探员,枯须掘地工",12.66,43.33,126.68,170.8,22.84,,,651,drop_rate_required,low_until_manual_review,server_drop_rate_needed
645,托卡拉尔,available_by_level_subject_to_prerequisites,阿拉希高地,32,42,42,1200,35,2400,travel_dialogue_or_turnin,,3.99,5.52,8.78,434.8,51.75,644,,646,,medium_high,
646,托卡拉尔,available_by_level_subject_to_prerequisites,阿拉希高地,32,42,42,6000,35,12000,travel_dialogue_or_turnin,,3.99,5.52,8.78,2173.9,51.75,645,,,,medium_high,
651,禁锢之石,available_by_level_subject_to_prerequisites,阿拉希高地,30,38,38,3920,35,7800,mixed_with_personal_item,item:task_item_world_object_pickup:count=None:sources=Stone of West Binding; item:task_item_world_object_pickup:count=None:sources=Stone of East Binding; item:task_item_world_object_pickup:count=None:sources=Stone of Outer Binding,5.96,8.48,16.52,919.8,63.8,642,,652,object_respawn_and_multi_click_unknown,low_until_manual_review,objective_count:missing_counts
655,落锤镇,available_by_level_subject_to_prerequisites,阿拉希高地,29,34,34,310,35,620,travel_dialogue_or_turnin,,0.97,1.5,2.55,413.3,1.2,,,672,,medium_high,
662,深海打捞,available_by_level_subject_to_prerequisites,阿拉希高地,35,40,40,4370,35,8700,mixed_with_personal_item,item:task_item_world_object_pickup:count=None:sources=Maiden's Folly Charts; item:task_item_world_object_pickup:count=None:sources=Maiden's Folly Log; item:task_item_world_object_pickup:count=None:sources=Spirit of Silverpine Charts; item:task_item_world_object_pickup:count=None:sources=Spirit of Silverpine Log,3.97,5.94,13.63,1464.6,23.5,663,,,object_respawn_and_multi_click_unknown,low_until_manual_review,objective_count:missing_counts
663,法迪尔海湾,available_by_level_subject_to_prerequisites,阿拉希高地,35,35,35,820,35,1650,travel_dialogue_or_turnin,,0.9,1.4,2.4,1178.6,0.0,,,,,medium_high,
666,水下宝藏,available_by_level_subject_to_prerequisites,阿拉希高地,35,40,40,5450,35,10900,world_object_item_collection,item:task_item_world_object_pickup:count=10:sources=Calcified Elven Gem,6.64,10.16,19.48,1072.8,26.3,665,,668,object_respawn_and_multi_click_unknown,low_until_manual_review,
668,水下宝藏,available_by_level_subject_to_prerequisites,阿拉希高地,35,40,40,2150,35,4300,travel_dialogue_or_turnin,,0.95,1.47,2.51,2925.2,0.92,666,,669,,medium_high,
669,水下宝藏,available_by_level_subject_to_prerequisites,阿拉希高地,35,40,40,4370,35,8700,travel_dialogue_or_turnin,,8.9,19.4,37.4,448.5,,668,,670,cross_zone_or_multi_zone,low_until_manual_review,
670,水下宝藏,available_by_level_subject_to_prerequisites,阿拉希高地,35,40,40,4370,35,8700,travel_dialogue_or_turnin,,8.9,19.4,37.4,448.5,0.0,669,,,cross_zone_or_multi_zone,low_until_manual_review,
671,邪恶的魔法,available_by_level_subject_to_prerequisites,阿拉希高地,30,33,33,2900,35,5800,multi_creature_personal_drop,"item:multiple_creature_task_item_drops:count=10:sources=辛迪加路霸,辛迪加巡路者,辛迪加雇佣兵",13.42,37.15,99.11,156.1,85.23,,,,drop_rate_required,low_until_manual_review,server_drop_rate_needed
672,振奋精神,available_by_level_subject_to_prerequisites,阿拉希高地,29,34,34,3100,35,6200,multi_creature_personal_drop,"item:multiple_creature_task_item_drops:count=10:sources=高地阔步龙,高地长尾龙",12.52,35.94,97.24,172.5,70.12,655,,674,drop_rate_required,low_until_manual_review,server_drop_rate_needed
674,振奋精神,available_by_level_subject_to_prerequisites,阿拉希高地,29,34,34,310,35,620,travel_dialogue_or_turnin,,0.91,1.42,2.42,436.6,0.2,672,,675,,medium_high,
675,振奋精神,available_by_level_subject_to_prerequisites,阿拉希高地,29,34,34,310,35,620,travel_dialogue_or_turnin,,1.07,1.63,2.75,380.4,2.85,674,,701,,medium_high,
677,短兵相接,available_by_level_subject_to_prerequisites,阿拉希高地,30,32,32,2710,35,5400,multi_target_shared_kill,kill:regular_shared_kills:count=10:sources=枯木掷斧者; kill:regular_shared_kills:count=10:sources=枯木猎头者; kill:regular_shared_kills:count=8:sources=枯木巫医,17.49,23.84,34.79,226.5,70.45,676,,678,,medium,
678,短兵相接,available_by_level_subject_to_prerequisites,阿拉希高地,30,38,38,3920,35,7800,multi_target_shared_kill,kill:regular_shared_kills:count=10:sources=石拳蛮兵; kill:regular_shared_kills:count=4:sources=石拳法师,13.58,19.16,29.45,407.1,92.77,677,,679,,medium,
687,迷失者塞尔杜林,available_by_level_subject_to_prerequisites,阿拉希高地,30,40,40,2150,35,4300,travel_dialogue_or_turnin,,8.9,19.4,37.4,221.6,,"653,688",,692,cross_zone_or_multi_zone,low_until_manual_review,
688,密斯莱尔的盟友,available_by_level_subject_to_prerequisites,阿拉希高地,30,40,40,3250,35,6500,travel_dialogue_or_turnin,,3.55,4.94,7.88,1315.8,44.45,652,,687,,medium_high,
701,迅猛龙的狡诈,available_by_level_subject_to_prerequisites,阿拉希高地,29,37,37,3710,35,7400,multi_creature_personal_drop,item:multiple_creature_task_item_drops:count=12:sources=高地猎兽龙,16.77,52.25,154.86,141.6,81.66,675,,702,drop_rate_required,low_until_manual_review,server_drop_rate_needed
702,迅猛龙的狡诈,available_by_level_subject_to_prerequisites,阿拉希高地,29,37,37,370,35,740,travel_dialogue_or_turnin,,1.09,1.65,2.79,448.5,3.15,701,,,,medium_high,
847,迅猛龙的狡诈,available_by_level_subject_to_prerequisites,阿拉希高地,29,37,37,3710,35,7400,travel_dialogue_or_turnin,,1.09,1.65,2.79,4484.8,3.15,702,,,,medium_high,
1130,梅洛的关注,available_by_level_subject_to_prerequisites,雷霆崖,20,30,0,0,35,0,travel_dialogue_or_turnin,,8.9,19.4,37.4,,0.0,,,1131,cross_zone_or_multi_zone,low_until_manual_review,
1131,钢齿土狼,available_by_level_subject_to_prerequisites,雷霆崖,20,30,30,2450,35,4900,single_named_drop,item:single_named_creature_task_item:count=1:sources=钢齿土狼,9.62,20.51,40.57,238.9,0.0,1130,,,cross_zone_or_multi_zone,low_until_manual_review,
1136,霜喉雪人,available_by_level_subject_to_prerequisites,雷霆崖,26,37,37,5550,35,11100,single_named_drop,item:single_named_creature_task_item:count=1:sources=霜喉雪人,1.83,2.9,7.02,3827.6,0.0,1131,,,,medium,
5581,燃烧军团的传送门,available_by_level_subject_to_prerequisites,凄凉之地,32,38,38,4900,36,9800,shared_kill,kill:regular_shared_kills:count=6:sources=恶魔之门的卫士,5.32,8.23,13.44,1190.8,0.0,5381,,,,medium_high,
6027,上古之书,available_by_level_subject_to_prerequisites,凄凉之地,30,38,38,4900,36,9800,single_named_drop,item:single_named_creature_task_item:count=1:sources=科拉加鲁,1.82,2.89,7.0,3391.0,0.0,5741,,,,medium,
6134,幽灵电浆,available_by_level_subject_to_prerequisites,凄凉之地,34,39,39,3100,36,6200,multi_creature_personal_drop,item:multiple_creature_task_item_drops:count=8:sources=玛格拉姆鬼魂,8.82,37.41,125.96,165.7,0.0,,,,drop_rate_required,low_until_manual_review,server_drop_rate_needed
11156,恐角袭击者,available_by_level_subject_to_prerequisites,尘泥沼泽,35,39,39,4140,36,8300,mixed_objectives,event:spell_use_area_trigger_or_scripted_event:count=12:sources=恐怖图腾地缚者; event:spell_use_area_trigger_or_scripted_event:count=1:sources=恐怖图腾毁灭者,11.41,22.78,57.31,364.4,21.22,,,,,low_until_manual_review,"objective_count:missing_counts,scripted_event_mechanic"
11158,血沼羽毛,available_by_level_subject_to_prerequisites,尘泥沼泽,35,39,39,4140,36,8300,multi_creature_personal_drop,"item:multiple_creature_task_item_drops:count=5:sources=血沼刺喉龙,血沼鞭尾龙,贪婪的血爪",7.56,27.99,90.64,296.5,23.9,,,,drop_rate_required,low_until_manual_review,server_drop_rate_needed
698,缺乏补给,available_by_level_subject_to_prerequisites,悲伤沼泽,35,40,40,4370,36,8700,multi_creature_personal_drop,"item:multiple_creature_task_item_drops:count=8:sources=盐齿鳄鱼,盐齿钳嘴鳄",12.99,42.97,134.59,202.5,78.7,,,699,drop_rate_required,low_until_manual_review,server_drop_rate_needed
600,风险投资公司,available_by_level_subject_to_prerequisites,荆棘谷,30,41,41,4590,36,9200,multi_creature_personal_drop,"item:multiple_creature_task_item_drops:count=10:sources=风险投资公司露天矿工,风险投资公司工头,风险投资公司勘探员,风险投资公司修理工",14.86,43.18,124.06,213.1,71.13,605,,,"drop_rate_required,elite_or_rare_target",low_until_manual_review,server_drop_rate_needed
628,刨花皮靴,available_by_level_subject_to_prerequisites,荆棘谷,31,38,38,3920,36,7800,single_named_drop,item:single_named_creature_task_item:count=1:sources=老海鳄,10.37,14.29,24.66,545.8,107.45,577,,,,medium,
710,研究石元素,available_by_level_subject_to_prerequisites,荒芜之地,35,37,37,3710,36,7400,multi_creature_personal_drop,item:multiple_creature_task_item_drops:count=10:sources=次级石元素,10.77,40.11,126.04,184.5,14.0,,,711,drop_rate_required,low_until_manual_review,server_drop_rate_needed
